"Event","Phylum","Subphylum","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Genus","Species","Det_level","base_name","known_class","longlab"
"ORNL00120160705","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Chironomoidea","Chironomidae","Tanypodinae","indet.","indet.","Subfamily","Tanypodinae","Diptera","Arthropoda_Insecta_Diptera"
"ORNL00120160705","Arthropoda","Myriapoda","Chilopoda","Pleurostigmophora","NULL","Scolopendromorpha","NULL","NULL","NULL","Cryptopidae","NULL","Scolopocryptops","Scolopocryptops sexspinosus","Species","Scolopocryptops sexspinosus","Myriapoda","Arthropoda_Myriapoda_Myriapoda"
"ORNL00120160705","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Geometroidea","Geometridae","Ennominae","Epimecis","Epimecis hortaria","Species","Epimecis hortaria","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"ORNL00120160705","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Cecidomyiidae","indet.","indet.","indet.","Family","Cecidomyiidae","Diptera","Arthropoda_Insecta_Diptera"
"ORNL00120160705","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex erraticus","Species","Culex erraticus","Diptera","Arthropoda_Insecta_Diptera"
"ORNL02120160705","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Chironomoidea","Chironomidae","Tanypodinae","indet.","indet.","Subfamily","Tanypodinae","Diptera","Arthropoda_Insecta_Diptera"
"ORNL02120160705","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Linyphiidae","Micronetinae","Meioneta","Meioneta serrata","Species","Meioneta serrata","Araneae","Arthropoda_Arachnida_Araneae"
"ORNL02120161011","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Chironomoidea","Chironomidae","Tanypodinae","indet.","indet.","Subfamily","Tanypodinae","Diptera","Arthropoda_Insecta_Diptera"
"ORNL02120161011","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Culicoidea","Chaoboridae","Chaoborinae","Chaoborus","Chaoborus punctipennis","Species","Chaoborus punctipennis","Diptera","Arthropoda_Insecta_Diptera"
"ORNL02120161011","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Elateriformia","Elateroidea","Cantharidae","Chauliognathinae","Chauliognathus","Chauliognathus marginatus","Species","Chauliognathus marginatus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"ORNL02920160329","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Linyphiidae","NULL","Tenuiphantes","Tenuiphantes zebra","Species","Tenuiphantes zebra","Araneae","Arthropoda_Arachnida_Araneae"
"ORNL02920160705","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Chironomoidea","Chironomidae","Tanypodinae","indet.","indet.","Subfamily","Tanypodinae","Diptera","Arthropoda_Insecta_Diptera"
"ORNL02920160705","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Adephaga","NULL","Caraboidea","Carabidae","Harpalinae","Galerita","Galerita janus","Species","Galerita janus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"ORNL02920160705","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Cecidomyiidae","Cecidomyiinae","Sitodiplosis","Sitodiplosis mosellana","Species","Sitodiplosis mosellana","Diptera","Arthropoda_Insecta_Diptera"
"ORNL02920161011","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Chironomoidea","Chironomidae","Chironominae","Tanytarsus","indet.","Genus","Tanytarsus","Diptera","Arthropoda_Insecta_Diptera"
"ORNL02920161011","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Mycetophilidae","Sciophilinae","Leptomorphus","indet.","Genus","Leptomorphus","Diptera","Arthropoda_Insecta_Diptera"
"ORNL02920161011","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Cecidomyiidae","Cecidomyiinae","Sitodiplosis","Sitodiplosis mosellana","Species","Sitodiplosis mosellana","Diptera","Arthropoda_Insecta_Diptera"
"OSBS00120160630","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex erraticus","Species","Culex erraticus","Diptera","Arthropoda_Insecta_Diptera"
"OSBS00420160407","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Piratula","Piratula insularis","Species","Piratula insularis","Araneae","Arthropoda_Arachnida_Araneae"
"OSBS02220160407","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Scarabeiformia","Scarabaeoidea","Scarabaeidae","Rutelinae","Anomala","Anomala undulata","Species","Anomala undulata","Coleoptera","Arthropoda_Insecta_Coleoptera"
"OSBS02220160407","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Sciaridae","NULL","Bradysia","indet.","Genus","Bradysia","Diptera","Arthropoda_Insecta_Diptera"
"OSBS02220160630","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Cecidomyiidae","Cecidomyiinae","Sitodiplosis","Sitodiplosis mosellana","Species","Sitodiplosis mosellana","Diptera","Arthropoda_Insecta_Diptera"
"OSBS02220160908","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Linyphiidae","Micronetinae","Meioneta","Meioneta serrata","Species","Meioneta serrata","Araneae","Arthropoda_Arachnida_Araneae"
"SCBI00420160927","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Geometroidea","Geometridae","Ennominae","Eutrapela","Eutrapela clemataria","Species","Eutrapela clemataria","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"SCBI00420160927","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Chironomoidea","Chironomidae","Orthocladiinae","indet.","indet.","Subfamily","Orthocladiinae","Diptera","Arthropoda_Insecta_Diptera"
"SCBI00420160927","Arthropoda","Hexapoda","Insecta","Pterygota","Paraneoptera","Psocodea","Psocomorpha","Caeciliusetae","Caeciliusoidea","Amphipsocidae","NULL","Polypsocus","Polypsocus corruptus","Species","Polypsocus corruptus",NA,"NA_NA_NA"
"SCBI00420160927","Arthropoda","Chelicerata","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","NULL","Eupodoidea","Eupodidae","indet.","indet.","indet.","Family","Eupodidae","Acari","Arthropoda_Arachnida_Acari"
"SCBI00420160927","Arthropoda","Hexapoda","Insecta","Pterygota","Paraneoptera","Hemiptera","Sternorrhyncha","Aphidomorpha","Aphidoidea","Aphididae","Aphidinae","Schizaphis","Schizaphis graminum","Species","Schizaphis graminum","Hemiptera","Arthropoda_Insecta_Hemiptera"
"SCBI00620160719","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Platypezoidea","Phoridae","Metopininae","Megaselia","indet.","Genus","Megaselia","Diptera","Arthropoda_Insecta_Diptera"
"SCBI00620160719","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Linyphiidae","Micronetinae","Meioneta","Meioneta serrata","Species","Meioneta serrata","Araneae","Arthropoda_Arachnida_Araneae"
"SCBI00620160719","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Ptilodactylidae","NULL","Ptilodactyla","Ptilodactyla serricollis","Species","Ptilodactyla serricollis","Coleoptera","Arthropoda_Insecta_Coleoptera"
"SCBI00620160719","Arthropoda","Chelicerata","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","NULL","Eupodoidea","Eupodidae","indet.","indet.","indet.","Family","Eupodidae","Acari","Arthropoda_Arachnida_Acari"
"SCBI00620160719","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Chironomoidea","Chironomidae","Chironominae","Rheotanytarsus","Rheotanytarsus ringei","Species","Rheotanytarsus ringei","Diptera","Arthropoda_Insecta_Diptera"
"SCBI00620160927","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Staphyliniformia","Staphylinoidea","Staphylinidae","indet.","indet.","indet.","Family","Staphylinidae","Coleoptera","Arthropoda_Insecta_Coleoptera"
"SCBI00620160927","Arthropoda","Chelicerata","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","NULL","Eupodoidea","Eupodidae","indet.","indet.","indet.","Family","Eupodidae","Acari","Arthropoda_Arachnida_Acari"
"SCBI00620160927","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Adephaga","NULL","Caraboidea","Carabidae","Harpalinae","Galerita","Galerita janus","Species","Galerita janus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"SERC00320160519","Arthropoda","Chelicerata","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","NULL","Eupodoidea","Eupodidae","indet.","indet.","indet.","Family","Eupodidae","Acari","Arthropoda_Arachnida_Acari"
"SERC00320160519","Arthropoda","Hexapoda","Insecta","Pterygota","Paraneoptera","Hemiptera","Sternorrhyncha","Aphidomorpha","Aphidoidea","Aphididae","Aphidinae","Schizaphis","Schizaphis graminum","Species","Schizaphis graminum","Hemiptera","Arthropoda_Insecta_Hemiptera"
"SRER00120160719","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex tarsalis","Species","Culex tarsalis","Diptera","Arthropoda_Insecta_Diptera"
"SRER00120160719","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Erebidae","Erebinae","Melipotis","Melipotis indomita","Species","Melipotis indomita","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"SRER00120160719","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus pennsylvanicus","Species","Gryllus pennsylvanicus","Orthoptera","Arthropoda_Insecta_Orthoptera"
"SRER00620160426","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Erebidae","Arctiinae","Apantesis","Apantesis doris","Species","Apantesis doris","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"SRER00620160719","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Erebidae","Arctiinae","Apantesis","Apantesis doris","Species","Apantesis doris","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"SRER00620161011","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","NULL","Agelenidae","NULL","Calilena","Calilena stylophora","Species","Calilena stylophora","Araneae","Arthropoda_Arachnida_Araneae"
"STEI00220160914","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Noctuidae","Hadeninae","Leucania","Leucania pseudargyria","Species","Leucania pseudargyria","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"STEI00220160914","Arthropoda","Hexapoda","Insecta","Pterygota","Paraneoptera","Psocodea","Psocomorpha","Caeciliusetae","Caeciliusoidea","Caeciliusidae","Caeciliusinae","Valenzuela","Valenzuela flavidus","Species","Valenzuela flavidus",NA,"NA_NA_NA"
"STEI00220160914","Arthropoda","Chelicerata","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","NULL","Eupodoidea","Eupodidae","indet.","indet.","indet.","Family","Eupodidae","Acari","Arthropoda_Arachnida_Acari"
"STEI00220160914","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","NULL","Salticidae","Euophryinae","Neon","Neon nelli","Species","Neon nelli","Araneae","Arthropoda_Arachnida_Araneae"
"STEI00220160720","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Adephaga","NULL","Caraboidea","Carabidae","Harpalinae","Synuchus","Synuchus impunctatus","Species","Synuchus impunctatus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"STEI00220160720","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Noctuidae","Hadeninae","Leucania","Leucania pseudargyria","Species","Leucania pseudargyria","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"STEI00220160720","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Chironomoidea","Chironomidae","Tanypodinae","Procladius","indet.","Genus","Procladius","Diptera","Arthropoda_Insecta_Diptera"
"STEI00220160720","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Cecidomyiidae","indet.","indet.","indet.","Family","Cecidomyiidae","Diptera","Arthropoda_Insecta_Diptera"
"STEI00820160511","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Chironomoidea","Chironomidae","Orthocladiinae","indet.","indet.","Subfamily","Orthocladiinae","Diptera","Arthropoda_Insecta_Diptera"
"STEI00820160511","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Staphyliniformia","Staphylinoidea","Staphylinidae","Oxytelinae","Anotylus","indet.","Genus","Anotylus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"STEI00820160511","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Chironomoidea","Chironomidae","Chironominae","Rheotanytarsus","Rheotanytarsus ringei","Species","Rheotanytarsus ringei","Diptera","Arthropoda_Insecta_Diptera"
"STEI00820160720","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Sciaridae","NULL","Corynoptera","indet.","Genus","Corynoptera","Diptera","Arthropoda_Insecta_Diptera"
"STEI00820160720","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Staphyliniformia","Staphylinoidea","Staphylinidae","Tachyporinae","Lordithon","Lordithon fungicola","Species","Lordithon fungicola","Coleoptera","Arthropoda_Insecta_Coleoptera"
"STEI00820160720","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Sciaridae","NULL","Scatopsciara","Scatopsciara atomaria","Species","Scatopsciara atomaria","Diptera","Arthropoda_Insecta_Diptera"
"STEI00820160914","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Entomobryomorpha","NULL","Entomobryoidea","Entomobryidae","Entomobryinae","Entomobrya","Entomobrya nivalis","Species","Entomobrya nivalis","Collembola","Arthropoda_Collembola_Collembola"
"TALL00120160413","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Hymenoptera","Apocrita","Parasitoida","Platygastroidea","Platygastridae","indet.","indet.","indet.","Family","Platygastridae","Hymenoptera","Arthropoda_Insecta_Hymenoptera"
"TALL00120160706","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Adephaga","NULL","Caraboidea","Carabidae","Harpalinae","Harpalus","Harpalus pensylvanicus","Species","Harpalus pensylvanicus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"TALL00120160706","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex erraticus","Species","Culex erraticus","Diptera","Arthropoda_Insecta_Diptera"
"TALL00120160706","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Geometroidea","Geometridae","Ennominae","Epimecis","Epimecis hortaria","Species","Epimecis hortaria","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"TALL00120160914","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex erraticus","Species","Culex erraticus","Diptera","Arthropoda_Insecta_Diptera"
"TALL00120160914","Arthropoda","Hexapoda","Insecta","Pterygota","Paraneoptera","Psocodea","Psocomorpha","Caeciliusetae","Caeciliusoidea","Amphipsocidae","NULL","Polypsocus","Polypsocus corruptus","Species","Polypsocus corruptus",NA,"NA_NA_NA"
"TALL00220160413","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Sciaridae","indet.","indet.","indet.","Family","Sciaridae","Diptera","Arthropoda_Insecta_Diptera"
"TALL00220160413","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Tipulomorpha","Tipuloidea","Limoniidae","Limoniinae","Pseudolimnophila","Pseudolimnophila luteipennis","Species","Pseudolimnophila luteipennis","Diptera","Arthropoda_Insecta_Diptera"
"TALL00220160413","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Gelechioidea","Gelechiidae","Anomologinae","Aristotelia","Aristotelia rubidella","Species","Aristotelia rubidella","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"TALL00220160413","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Linyphiidae","NULL","Tenuiphantes","Tenuiphantes zebra","Species","Tenuiphantes zebra","Araneae","Arthropoda_Arachnida_Araneae"
"TALL00220160914","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","NULL","Salticidae","incertae sedis","Platycryptus","Platycryptus undatus","Species","Platycryptus undatus","Araneae","Arthropoda_Arachnida_Araneae"
"TREE00120160517","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Chironomoidea","Chironomidae","Chironominae","indet.","indet.","Subfamily","Chironominae","Diptera","Arthropoda_Insecta_Diptera"
"TREE00120160517","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","NULL","Clubionidae","NULL","Clubiona","Clubiona canadensis","Species","Clubiona canadensis","Araneae","Arthropoda_Arachnida_Araneae"
"TREE00120160517","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Adephaga","NULL","Caraboidea","Carabidae","Harpalinae","Pterostichus","Pterostichus pensylvanicus","Species","Pterostichus pensylvanicus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"TREE00120160517","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Theridiosomatidae","NULL","Yunohamella","Yunohamella lyrica","Species","Yunohamella lyrica","Araneae","Arthropoda_Arachnida_Araneae"
"TREE00120160517","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Cucujiformia","Cucujoidea","Corylophidae","indet.","indet.","indet.","Family","Corylophidae","Coleoptera","Arthropoda_Insecta_Coleoptera"
