Event,Phylum,Subphylum,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Genus,Species,Det_level
CPER00220160714,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Entomobryinae,Entomobrya,Entomobrya unostrigata,Species
DEJU00320160720,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,indet.,indet.,indet.,Family
DEJU00320160831,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Eremocoris,indet.,Genus
HEAL02620160907,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Eremocoris,indet.,Genus
JORN00220160419,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Tenebrionidae,Tenebrioninae,Eleodes,Eleodes hispilabris,Species
JORN00220160419,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoninae,Helina,Helina troene,Species
LAJA01520160712,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Seirinae,Seira,indet.,Genus
MOAB00320160712,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Formicinae,Formica,indet.,Genus
NIWO00220160906,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Eremocoris,indet.,Genus
ORNL00120160705,Annelida,NULL,Clitellata,Oligochaeta,Metagynophora,Opisthopora,Crassiclitellata,NULL,Megascolecoidea,Megascolecidae,Lumbricinae,Amynthas,Amynthas corticis,Species
OSBS00120160407,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Tortricoidea,Tortricidae,Olethreutinae,Chimoptesis,Chimoptesis pennsylvaniana,Species
TREE00120160908,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,NULL,Fannia,Fannia sociella,Species
ONAQ02320160426,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Entomobryinae,Entomobrya,Entomobrya unostrigata,Species
STEI00820160720,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Symphypleona,NULL,Dicyrtomoidea,Dicyrtomidae,Dicyrtominae,Dicyrtomina,indet.,Genus
TREE00220160712,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Symphypleona,NULL,Dicyrtomoidea,Dicyrtomidae,Dicyrtominae,Dicyrtomina,indet.,Genus
TREE00220160908,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Symphypleona,NULL,Dicyrtomoidea,Dicyrtomidae,Dicyrtominae,Dicyrtomina,indet.,Genus
UNDE00320160719,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Symphypleona,NULL,Dicyrtomoidea,Dicyrtomidae,Dicyrtominae,Dicyrtomina,indet.,Genus
UNDE01720160524,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Symphypleona,NULL,Dicyrtomoidea,Dicyrtomidae,Dicyrtominae,Dicyrtomina,indet.,Genus
UNDE01720160719,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Symphypleona,NULL,Dicyrtomoidea,Dicyrtomidae,Dicyrtominae,Dicyrtomina,indet.,Genus
WOOD00220160628,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Staphylinidae,Paederinae,Astenus,Astenus discopunctatus,Species
WOOD00220160628,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Psychodomorpha,NULL,Psychodidae,Psychodinae,Psychoda,indet.,Genus
WOOD00220160628,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Polyphaga,Cucujiformia,Cucujoidea,Phalacridae,indet.,indet.,indet.,Family
WOOD00220160628,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Gnaphosidae,NULL,Gnaphosa,Gnaphosa parvula,Species
BLAN00320160428,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Tigrosa,Tigrosa helluo,Species
BLAN00320160428,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Bibionoidea,Bibionidae,indet.,Bibio,indet.,Genus
BLAN00320160428,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Schizocosa,Schizocosa bilineata,Species
BLAN00320160428,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Sternorrhyncha,Aphidomorpha,Aphidoidea,Aphididae,Aphidinae,Schizaphis,Schizaphis graminum,Species
BLAN00320160428,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Rabidosa,Rabidosa rabida,Species
BLAN00320160428,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Cicadellidae,Deltocephalinae,Errastunus,Errastunus ocellaris,Species
BLAN00320160428,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Isotomoidea,Isotomidae,indet.,indet.,indet.,Family
BLAN00320160428,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Auchenorrhyncha,Fulgoromorpha,Fulgoroidea,Delphacidae,Delphacinae,indet.,indet.,Subfamily
BLAN00320160623,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Auchenorrhyncha,Fulgoromorpha,Fulgoroidea,Delphacidae,Delphacinae,indet.,indet.,Subfamily
BLAN00320160623,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,NULL,Eupodoidea,Eupodidae,indet.,indet.,indet.,Family
BLAN00320160623,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Trigonidiidae,Nemobiinae,Allonemobius,Allonemobius fasciatus,Species
BLAN00320160623,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Isotomoidea,Isotomidae,indet.,indet.,indet.,Family
BLAN00320160623,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Cicadellidae,Deltocephalinae,Errastunus,Errastunus ocellaris,Species
BLAN00320160623,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Symphypleona,NULL,Dicyrtomoidea,Dicyrtomidae,Dicyrtominae,Dicyrtomina,indet.,Genus
BLAN00320160623,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Gryllus,Gryllus pennsylvanicus,Species
BLAN00320160929,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,NULL,Eupodoidea,Eupodidae,indet.,indet.,indet.,Family
BLAN00320160929,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Sternorrhyncha,Aphidomorpha,Aphidoidea,Aphididae,Aphidinae,Schizaphis,Schizaphis graminum,Species
BLAN00320160929,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Tigrosa,Tigrosa helluo,Species
BLAN00320160929,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Noctuoidea,Noctuidae,Noctuinae,Anicla,Anicla infecta,Species
BLAN00320160929,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Psocodea,Psocomorpha,Caeciliusetae,Caeciliusoidea,Caeciliusidae,Caeciliusinae,Valenzuela,Valenzuela flavidus,Species
CPER00520160505,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Diamesinae,Diamesa,indet.,Genus
CPER00520160505,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Lygaeidae,Orsillinae,Nysius,Nysius raphanus,Species
CPER00520160505,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Caelifera,Acrididea,Acridoidea,Acrididae,Oedipodinae,Arphia,Arphia conspersa,Species
CPER00520160505,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Noctuoidea,Noctuidae,Noctuinae,Euxoa,Euxoa auxiliaris,Species
CPER00520160714,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Caelifera,Acrididea,Acridoidea,Acrididae,Oedipodinae,Arphia,Arphia conspersa,Species
CPER00520160714,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,indet.,Genus
CPER00520160714,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Noctuoidea,Noctuidae,Noctuinae,Euxoa,Euxoa auxiliaris,Species
CPER00520160922,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,indet.,Genus
CPER00520160922,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Noctuoidea,Noctuidae,Noctuinae,Euxoa,Euxoa auxiliaris,Species
CPER00520160922,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Gryllus,Gryllus pennsylvanicus,Species
DEJU00320160720,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,Hercostomus,Hercostomus unicolor,Species
DEJU00320160720,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,Anystina,Anystoidea,Anystidae,indet.,indet.,indet.,Family
DEJU00320160720,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Psocodea,Psocomorpha,Caeciliusetae,Caeciliusoidea,Caeciliusidae,Caeciliusinae,Valenzuela,indet.,Genus
DEJU00320160720,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Linyphiidae,Erigoninae,Cnephalocotes,Cnephalocotes obscurus,Species
DEJU00320160817,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Linyphiidae,Erigoninae,Cnephalocotes,Cnephalocotes obscurus,Species
DEJU00320160817,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Salticidae,Euophryinae,Neon,Neon nelli,Species
DEJU00320160817,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,NULL,Asteromyia,indet.,Genus
DEJU00320160817,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Staphylinidae,Scaphidiinae,Scaphium,Scaphium castanipes,Species
DEJU00320160817,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,Anystina,Anystoidea,Anystidae,indet.,indet.,indet.,Family
DEJU00320160831,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Sciophilinae,Mycomya,Mycomya pulchella,Species
DEJU02120160720,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Psocodea,Psocomorpha,Caeciliusetae,Caeciliusoidea,Caeciliusidae,Caeciliusinae,Valenzuela,indet.,Genus
DEJU02120160720,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Dictynoidea,Hahniidae,NULL,Hahnia,Hahnia ononidum,Species
DEJU02120160720,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Arctosa,Arctosa insignita,Species
DEJU02120160720,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Gnaphosidae,NULL,Micaria,Micaria aenea,Species
DEJU02120160720,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,NULL,Dichopygina,Dichopygina aculeata,Species
DELA00620160426,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Limoniidae,Chioneinae,Molophilus,indet.,Genus
DELA00620160426,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Staphylinidae,indet.,indet.,indet.,Family
DELA00620160426,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Simuliidae,Simuliinae,Simulium,indet.,Genus
DELA00620160705,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Entomobryinae,Homidia,Homidia laha,Species
DELA00620160705,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Loxoblemmus,Loxoblemmus equestris,Species
DELA00620160913,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Entomobryinae,Homidia,Homidia laha,Species
DELA00620160913,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Loxoblemmus,Loxoblemmus equestris,Species
DELA01420160705,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Staphylinidae,Aleocharinae,Stethusa,Stethusa spuriella,Species
DELA01420160705,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,NULL,Erythraeoidea,Erythraeidae,NULL,Leptus,indet.,Genus
DELA01420160705,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex erraticus,Species
DELA01420160705,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Trigonidiidae,Nemobiinae,Allonemobius,Allonemobius fasciatus,Species
DELA01420160913,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Noctuoidea,Noctuidae,Noctuinae,Anicla,Anicla infecta,Species
DELA01420160913,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Loxoblemmus,Loxoblemmus equestris,Species
DELA01420160913,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,indet.,indet.,indet.,Family
GUAN00820161003,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Arctosa,Arctosa insignita,Species
HEAL01020160907,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Staphylinidae,Scaphidiinae,Scaphium,Scaphium castanipes,Species
HEAL01020160907,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,NULL,Dichopygina,Dichopygina aculeata,Species
HEAL02620160615,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,Metriocnemus,Metriocnemus eurynotus,Species
HEAL02620160615,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,NULL,Dichopygina,Dichopygina aculeata,Species
HEAL02620160615,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Psocodea,Psocomorpha,Caeciliusetae,Caeciliusoidea,Caeciliusidae,Caeciliusinae,Valenzuela,Valenzuela flavidus,Species
HEAL02620160727,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Sternorrhyncha,Aphidomorpha,Aphidoidea,Aphididae,Aphidinae,Iziphya,indet.,Genus
HEAL02620160727,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,NULL,Dichopygina,Dichopygina aculeata,Species
HEAL02620160907,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Simuliidae,Simuliinae,Helodon,Helodon pleuralis,Species
HEAL02620160907,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Staphylinidae,Scaphidiinae,Scaphium,Scaphium castanipes,Species
HEAL02620160907,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,NULL,Eupodoidea,Eupodidae,indet.,indet.,indet.,Family
HEAL02620160907,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Sternorrhyncha,Aphidomorpha,Aphidoidea,Aphididae,Aphidinae,Iziphya,indet.,Genus
JORN01020160419,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Pyraloidea,Pyralidae,Epipaschiinae,Pococera,Pococera aplastella,Species
JORN01020160712,Arthropoda,Hexapoda,Insecta,Pterygota,Neuroptida,Neuroptera,Hemerobiiformia,NULL,NULL,Chrysopidae,Chrysopinae,Eremochrysa,Eremochrysa punctinervis,Species
JORN01020160712,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,Cecidomyiinae,Sitodiplosis,Sitodiplosis mosellana,Species
JORN01020160712,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Chironominae,Tanytarsus,Tanytarsus formosanus,Species
KONZ00720160614,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Psocodea,Psocomorpha,Caeciliusetae,Caeciliusoidea,Caeciliusidae,Caeciliusinae,Valenzuela,indet.,Genus
KONZ00720160614,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Isotomoidea,Isotomidae,indet.,indet.,indet.,Family
KONZ00720160906,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Schizocosa,Schizocosa bilineata,Species
KONZ02520160405,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,indet.,Bradysia,Bradysia trivittata,Species
KONZ02520160405,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Rabidosa,Rabidosa rabida,Species
KONZ02520160614,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Trigonidiidae,Nemobiinae,Allonemobius,Allonemobius fasciatus,Species
KONZ02520160906,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Gryllus,Gryllus pennsylvanicus,Species
KONZ02520160906,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex erraticus,Species
KONZ02520160906,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Sternorrhyncha,Aphidomorpha,Aphidoidea,Pemphigidae,Pemphiginae,Pemphigus,Pemphigus populiramulorum,Species
LENO00220160601,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex erraticus,Species
LENO00220160601,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Theridiosomatidae,NULL,Yunohamella,Yunohamella lyrica,Species
LENO00220161005,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,indet.,Drosophila,indet.,Genus
LENO00320160810,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Platypezoidea,Phoridae,Metopininae,Megaselia,indet.,Genus
LENO00320160810,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Trigonidiidae,Nemobiinae,Allonemobius,Allonemobius fasciatus,Species
LENO00320160810,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,NULL,Erythraeoidea,Erythraeidae,NULL,Leptus,indet.,Genus
LENO00320161005,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Theridiosomatidae,NULL,Yunohamella,Yunohamella lyrica,Species
LENO00320161005,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Loxoblemmus,Loxoblemmus equestris,Species
MOAB00320160419,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Thomisidae,NULL,Xysticus,Xysticus bicuspis,Species
MOAB00320161004,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Noctuoidea,Noctuidae,Xyleninae,Pseudanarta,Pseudanarta flava,Species
MOAB00320161004,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoninae,Helina,Helina troene,Species
MOAB00420160419,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Tineoidea,Bucculatricidae,indet.,indet.,indet.,Family
MOAB00420160712,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Geolycosa,Geolycosa rafaelana,Species
MOAB00420161004,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,indet.,Drosophila,indet.,Genus
MOAB00420161004,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Chironominae,Tanytarsus,Tanytarsus formosanus,Species
NIWO00220160628,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Sarcoptiformes,Oribatida,Brachypylina,Eremaeoidea,Eremaeidae,NULL,Eueremaeus,indet.,Genus
NIWO00220160628,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Adephaga,NULL,Caraboidea,Carabidae,Nebriinae,Notiophilus,Notiophilus sylvaticus,Species
NIWO00220160628,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Sphaeroceroidea,Sphaeroceridae,Limosininae,Spelobia,Spelobia tufta,Species
NIWO00220160628,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,indet.,indet.,indet.,Family
NIWO00220160809,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Linyphiidae,NULL,Pityohyphantes,Pityohyphantes alticeps,Species
NIWO00220160809,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Yponomeutoidea,Argyresthiidae,NULL,Argyresthia,Argyresthia flexilis,Species
NIWO00220160906,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Staphylinidae,Aleocharinae,Oxypoda,Oxypoda pseudoconvergens,Species
NIWO00220160906,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Sternorrhyncha,Aphidomorpha,Aphidoidea,Pemphigidae,Pemphiginae,Pemphigus,Pemphigus populiramulorum,Species
NIWO00320160628,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Thomisidae,NULL,Xysticus,Xysticus cunctator,Species
NIWO00320160628,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Gnaphosidae,NULL,Haplodrassus,Haplodrassus signifer,Species
NIWO00320160628,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,indet.,indet.,indet.,Family
NIWO00320160628,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Papilionoidea,Nymphalidae,Nymphalinae,Euphydryas,Euphydryas editha,Species
NIWO00320160726,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Philodromidae,NULL,Thanatus,Thanatus rubicellus,Species
NIWO00320160726,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Papilionoidea,Nymphalidae,Nymphalinae,Euphydryas,Euphydryas editha,Species
NIWO00320160906,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Papilionoidea,Nymphalidae,Nymphalinae,Euphydryas,Euphydryas editha,Species
NIWO00320160906,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Polyphaga,Cucujiformia,Cleroidea,Cleridae,Hydnocerinae,Phyllobaenus,Phyllobaenus subfasciatus,Species
NIWO00320160906,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Aricia,Aricia shasta,Species
NIWO00320160906,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Philodromidae,NULL,Thanatus,Thanatus rubicellus,Species
